"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-01",,"34","26"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-02",,"35","25"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-03",,"33","24"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-04",,"36","26"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-05",,"37","26"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-06",,"38","35"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-07",,"41","31"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-08",,"38","30"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-09",,"36","28"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-10",,"33","24"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-11",,"33","21"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-12",,"35","23"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-13",,"37","25"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-14",,"34","24"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-15",,"45","28"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-16",,"49","37"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-17",,"51","38"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-18",,"44","30"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-19",,"36","28"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-20",,"41","28"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-21",,"47","37"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-22",,"44","31"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-23",,"42","30"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-24",,"53","37"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-25",,"58","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-26",,"49","39"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-27",,"54","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-28",,"47","37"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-29",,"44","34"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-30",,"51","33"
"SZ000001940","BASEL BINNINGEN, SZ","1990-01-31",,"50","37"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-01",,"51","38"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-02",,"49","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-03",,"60","35"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-04",,"53","34"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-05",,"55","34"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-06",,"54","29"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-07",,"57","35"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-08",,"63","43"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-09",,"49","32"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-10",,"49","32"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-11",,"51","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-12",,"44","37"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-13",,"53","34"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-14",,"54","47"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-15",,"56","38"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-16",,"40","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-17",,"51","39"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-18",,"61","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-19",,"61","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-20",,"65","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-21",,"63","38"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-22",,"59","39"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-23",,"65","40"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-24",,"68","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-25",,"71","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-26",,"56","46"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-27",,"57","37"
"SZ000001940","BASEL BINNINGEN, SZ","1990-02-28",,"52","38"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-01",,"53","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-02",,"41","31"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-03",,"45","29"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-04",,"48","27"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-05",,"54","29"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-06",,"58","30"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-07",,"57","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-08",,"65","35"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-09",,"57","47"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-10",,"55","43"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-11",,"69","38"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-12",,"63","44"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-13",,"62","39"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-14",,"53","48"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-15",,"55","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-16",,"66","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-17",,"65","40"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-18",,"65","40"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-19",,"65","40"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-20",,"53","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-21",,"74","46"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-22",,"77","48"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-23",,"58","40"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-24",,"61","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-25",,"50","38"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-26",,"47","34"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-27",,"46","34"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-28",,"39","34"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-29",,"45","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-30",,"57","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-03-31",,"63","39"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-01",,"68","41"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-02",,"67","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-03",,"56","41"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-04",,"51","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-05",,"51","37"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-06",,"47","39"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-07",,"47","40"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-08",,"44","39"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-09",,"40","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-10",,"55","38"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-11",,"53","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-12",,"50","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-13",,"60","43"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-14",,"48","37"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-15",,"51","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-16",,"54","37"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-17",,"49","39"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-18",,"51","38"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-19",,"52","38"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-20",,"56","32"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-21",,"59","37"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-22",,"61","37"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-23",,"49","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-24",,"56","45"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-25",,"63","46"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-26",,"62","45"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-27",,"58","45"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-28",,"60","39"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-29",,"68","35"
"SZ000001940","BASEL BINNINGEN, SZ","1990-04-30",,"71","41"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-01",,"78","45"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-02",,"78","51"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-03",,"76","48"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-04",,"77","46"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-05",,"77","47"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-06",,"76","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-07",,"66","48"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-08",,"73","49"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-09",,"71","49"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-10",,"75","51"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-11",,"65","48"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-12",,"68","45"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-13",,"68","45"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-14",,"69","54"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-15",,"72","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-16",,"76","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-17",,"76","53"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-18",,"74","54"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-19",,"69","50"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-20",,"76","53"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-21",,"66","54"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-22",,"75","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-23",,"76","57"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-24",,"62","56"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-25",,"63","51"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-26",,"67","43"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-27",,"70","41"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-28",,"68","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-29",,"67","41"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-30",,"70","40"
"SZ000001940","BASEL BINNINGEN, SZ","1990-05-31",,"76","43"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-01",,"81","49"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-02",,"64","54"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-03",,"66","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-04",,"65","49"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-05",,"67","46"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-06",,"64","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-07",,"63","54"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-08",,"60","51"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-09",,"58","45"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-10",,"62","47"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-11",,"70","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-12",,"64","51"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-13",,"63","51"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-14",,"68","51"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-15",,"69","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-16",,"73","48"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-17",,"78","49"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-18",,"70","57"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-19",,"83","55"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-20",,"63","56"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-21",,"72","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-22",,"68","53"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-23",,"67","53"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-24",,"75","53"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-25",,"82","55"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-26",,"87","55"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-27",,"85","64"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-28",,"78","61"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-29",,"85","59"
"SZ000001940","BASEL BINNINGEN, SZ","1990-06-30",,"84","62"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-01",,"69","54"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-02",,"72","55"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-03",,"58","53"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-04",,"68","51"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-05",,"70","56"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-06",,"62","49"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-07",,"65","46"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-08",,"72","58"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-09",,"78","60"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-10",,"67","51"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-11",,"73","48"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-12",,"79","48"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-13",,"83","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-14",,"81","57"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-15",,"83","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-16",,"83","60"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-17",,"81","62"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-18",,"74","55"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-19",,"76","50"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-20",,"81","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-21",,"87","56"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-22",,"88","59"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-23",,"81","59"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-24",,"79","53"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-25",,"79","50"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-26",,"84","51"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-27",,"87","54"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-28",,"94","63"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-29",,"82","63"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-30",,"79","63"
"SZ000001940","BASEL BINNINGEN, SZ","1990-07-31",,"81","65"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-01",,"84","61"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-02",,"89","62"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-03",,"88","60"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-04",,"89","59"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-05",,"91","62"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-06",,"72","58"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-07",,"70","53"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-08",,"73","49"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-09",,"77","48"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-10",,"83","54"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-11",,"87","58"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-12",,"89","60"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-13",,"89","62"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-14",,"75","60"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-15",,"75","59"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-16",,"79","61"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-17",,"68","53"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-18",,"75","49"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-19",,"79","55"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-20",,"81","59"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-21",,"69","53"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-22",,"73","49"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-23",,"79","47"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-24",,"87","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-25",,"72","63"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-26",,"73","61"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-27",,"78","60"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-28",,"83","61"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-29",,"82","61"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-30",,"80","62"
"SZ000001940","BASEL BINNINGEN, SZ","1990-08-31",,"63","51"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-01",,"67","48"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-02",,"72","46"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-03",,"68","57"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-04",,"77","54"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-05",,"67","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-06",,"72","48"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-07",,"60","51"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-08",,"67","47"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-09",,"68","45"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-10",,"66","44"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-11",,"65","49"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-12",,"69","49"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-13",,"72","48"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-14",,"75","48"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-15",,"70","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-16",,"69","46"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-17",,"72","47"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-18",,"68","51"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-19",,"76","47"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-20",,"68","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-21",,"66","54"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-22",,"70","58"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-23",,"64","55"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-24",,"61","45"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-25",,"61","45"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-26",,"63","43"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-27",,"61","45"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-28",,"65","41"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-29",,"72","45"
"SZ000001940","BASEL BINNINGEN, SZ","1990-09-30",,"70","54"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-01",,"69","58"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-02",,"68","55"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-03",,"75","55"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-04",,"61","47"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-05",,"60","43"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-06",,"69","46"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-07",,"64","50"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-08",,"56","39"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-09",,"59","35"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-10",,"63","37"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-11",,"68","43"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-12",,"72","46"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-13",,"76","54"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-14",,"76","53"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-15",,"75","50"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-16",,"66","58"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-17",,"71","57"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-18",,"65","53"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-19",,"67","51"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-20",,"56","52"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-21",,"58","50"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-22",,"50","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-23",,"51","38"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-24",,"63","44"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-25",,"58","45"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-26",,"54","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-27",,"58","44"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-28",,"61","45"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-29",,"58","46"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-30",,"58","47"
"SZ000001940","BASEL BINNINGEN, SZ","1990-10-31",,"53","46"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-01","48","53","44"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-02","45","51","39"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-03","42","49","39"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-04","42","47","39"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-05","40","46","33"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-06","36","40","33"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-07","35","44","30"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-08","35","42","30"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-09","37","44","28"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-10","42","45","38"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-11","47","51","44"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-12","47","54","37"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-13","44","52","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-14","48","51","45"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-15","48","52","43"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-16","47","53","41"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-17","55","58","49"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-18","52","55","47"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-19","47","50","44"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-20","51","62","42"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-21","43","45","40"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-22","38","40","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-23","36","42","33"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-24","37","44","33"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-25","38","41","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-26","39","47","35"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-27","35","38","30"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-28","37","43","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-29","37","38","36"
"SZ000001940","BASEL BINNINGEN, SZ","1990-11-30","36","39","32"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-01","29","33","27"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-02","31","36","25"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-03","34","39","31"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-04","36","39","33"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-05","36","40","27"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-06","27","30","24"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-07","27","33","23"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-08","29","35","22"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-09","31","33","29"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-10","31","32","29"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-11","29","32","25"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-12","34","38","31"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-13","34","35","33"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-14","32","33","28"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-15","32","34","30"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-16","31","33","28"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-17","33","33","31"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-18","30","31","29"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-19","32","36","29"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-20","31","35","28"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-21","34","36","31"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-22","37","41","35"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-23","38","40","34"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-24","35","38","32"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-25","34","39","31"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-26","41","49","35"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-27","44","51","35"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-28","39","44","35"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-29","51","61","39"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-30","54","60","47"
"SZ000001940","BASEL BINNINGEN, SZ","1990-12-31","47","49","45"
"SZ000001940","BASEL BINNINGEN, SZ","1991-01-01","40","46","33"
"SZ000001940","BASEL BINNINGEN, SZ","1991-01-02","41","48","34"
